DIGNIDAD_CODIGO,DIGNIDAD_NOMBRE,CANDIDATO_CODIGO,CANDIDATO_NOMBRE,CANDIDATO_EDAD,ANIO,DIGNIDAD_NOMBRE_ESTANDAR,DIGNIDAD_CODIGO_ESTANDAR
2,PREFECTO PROVINCIAL,2060000000007.0,BRITO ZUNIGA EFRAIN GALO,57,2004,PREFECTURA,2
2,PREFECTO PROVINCIAL,2060000000008.0,CURICAMA GUAMAN MARIANO,47,2004,PREFECTURA,2
2,PREFECTO PROVINCIAL,2070000000001.0,PAREDES HERNANDEZ LUIS ALBERTO,51,2004,PREFECTURA,2
2,PREFECTO PROVINCIAL,2070000000002.0,PENALOZA PUGLLA NORIA DEL CARMEN,49,2004,PREFECTURA,2
2,PREFECTO PROVINCIAL,2070000000003.0,ROMERO LOAYZA FRANCO SEGUNDO,53,2004,PREFECTURA,2
2,PREFECTO PROVINCIAL,2070000000004.0,MURILLO CHONG FRANCISCO GABRIEL,41,2004,PREFECTURA,2
2,PREFECTO PROVINCIAL,2070000000005.0,SANCHEZ REYES MONTGOMERY,54,2004,PREFECTURA,2
2,PREFECTO PROVINCIAL,2070000000006.0,COELLO ALVARADO TITO GONZALO,49,2004,PREFECTURA,2
2,PREFECTO PROVINCIAL,2070000000007.0,GARZON VALAREZO FRANCISCO JAVIER,45,2004,PREFECTURA,2
2,PREFECTO PROVINCIAL,2070000000008.0,GONZALEZ CAJAMARCA VICENTE HEDIBERTO,47,2004,PREFECTURA,2
2,PREFECTO PROVINCIAL,2080000000001.0,FLORES LOPEZ JOSE ELIAS FACUNDO,66,2004,PREFECTURA,2
2,PREFECTO PROVINCIAL,2080000000002.0,TAPIA BARRERA  GALO ANTONIO,54,2004,PREFECTURA,2
2,PREFECTO PROVINCIAL,2080000000003.0,MUNOZ QUINTERO ANGEL RICARDO,55,2004,PREFECTURA,2
2,PREFECTO PROVINCIAL,2080000000004.0,LOPEZ SAUD  HOMERO HORACIO,49,2004,PREFECTURA,2
2,PREFECTO PROVINCIAL,2080000000005.0,SOSA ROBINZON LUCIA DE LOURDES,47,2004,PREFECTURA,2
2,PREFECTO PROVINCIAL,2080000000006.0,JIJON GUERRERO  JOSE EUGENIO,51,2004,PREFECTURA,2
2,PREFECTO PROVINCIAL,2090000000001.0,BORBUA ESPINEL  ANIBAL RENAN,43,2004,PREFECTURA,2
2,PREFECTO PROVINCIAL,2090000000002.0,GALLARDO GONZALEZ EMILIO ENRIQUE,48,2004,PREFECTURA,2
2,PREFECTO PROVINCIAL,2090000000003.0,LAPENTTI CARRION NICOLAS EDUARDO,60,2004,PREFECTURA,2
2,PREFECTO PROVINCIAL,2090000000004.0,GALLARDO ZAVALA  GLORIA ANA,57,2004,PREFECTURA,2
2,PREFECTO PROVINCIAL,2090000000005.0,BUCARAM ORTIZ ADOLFO,49,2004,PREFECTURA,2
2,PREFECTO PROVINCIAL,2090000000006.0,HURTADO ANGULO JAIME LENIN,40,2004,PREFECTURA,2
2,PREFECTO PROVINCIAL,2090000000007.0,VARELES CABRERA JUAN ENRIQUE,48,2004,PREFECTURA,2
2,PREFECTO PROVINCIAL,2090000000008.0,ANDINO RODRIGUEZ FRANCISCO XAVIER,40,2004,PREFECTURA,2
2,PREFECTO PROVINCIAL,2090000000009.0,KUHN CORDOVA  JUAN PABLO,31,2004,PREFECTURA,2
2,PREFECTO PROVINCIAL,2090000000010.0,MATA ESPINEL  HUMBERTO XAVIER,36,2004,PREFECTURA,2
2,PREFECTO PROVINCIAL,2100000000001.0,BORJA PAREDES GONZALO FRANCISCO,63,2004,PREFECTURA,2
2,PREFECTO PROVINCIAL,2100000000002.0,PAREJA CISNEROS GUSTAVO EDISON,57,2004,PREFECTURA,2
2,PREFECTO PROVINCIAL,2100000000003.0,GOMEZ JURADO MEJIA FRANKLIN OSWALDO,62,2004,PREFECTURA,2
2,PREFECTO PROVINCIAL,2100000000004.0,MALDONADO RUIZ LUIS EDUARDO,44,2004,PREFECTURA,2
2,PREFECTO PROVINCIAL,2110000000001.0,VIVAR BERMEO RODRIGO EDUARDO,45,2004,PREFECTURA,2
2,PREFECTO PROVINCIAL,2110000000002.0,AUQUILLA ORTEGA RAUL VICENTE,52,2004,PREFECTURA,2
2,PREFECTO PROVINCIAL,2110000000003.0,CUEVA NARVAEZ FRANCISCO VICENTE,49,2004,PREFECTURA,2
2,PREFECTO PROVINCIAL,2110000000004.0,RODRIGUEZ LIMA LIGIA ISABEL,41,2004,PREFECTURA,2
2,PREFECTO PROVINCIAL,2110000000005.0,ANAZCO HIDALGO LUIS GONZALO,55,2004,PREFECTURA,2
2,PREFECTO PROVINCIAL,2110000000006.0,BRAVO BRAVO FREDY GONZALO,47,2004,PREFECTURA,2
2,PREFECTO PROVINCIAL,2120000000001.0,GAVILANEZ ALAVA ROBOAN EDUARDO,53,2004,PREFECTURA,2
2,PREFECTO PROVINCIAL,2120000000002.0,GUERRERO BAJANA CESAR AMADO,51,2004,PREFECTURA,2
2,PREFECTO PROVINCIAL,2120000000003.0,GOMEZ VERDUGA MARIA ELENA,30,2004,PREFECTURA,2
2,PREFECTO PROVINCIAL,2120000000004.0,MARUN RODRIGUEZ JORGE MANUEL,50,2004,PREFECTURA,2
2,PREFECTO PROVINCIAL,2130000000001.0,VELEZ CENTENO  TRAJANO MAURILIO,54,2004,PREFECTURA,2
2,PREFECTO PROVINCIAL,2130000000002.0,ZAMBRANO SEGOVIA  MARIANO NICANOR,55,2004,PREFECTURA,2
2,PREFECTO PROVINCIAL,2130000000003.0,VILLAVICENCIO CORNEJO   FLOR MARINA AMALIA,53,2004,PREFECTURA,2
2,PREFECTO PROVINCIAL,2130000000004.0,GUILLEN MURILLO HUMBERTO MANABI,61,2004,PREFECTURA,2
2,PREFECTO PROVINCIAL,2130000000005.0,SANTOS VALENCIA JOSE MELQUIADES,56,2004,PREFECTURA,2
