DIGNIDAD_CODIGO,DIGNIDAD_NOMBRE,CANDIDATO_CODIGO,CANDIDATO_NOMBRE,CANDIDATO_EDAD,ANIO,DIGNIDAD_NOMBRE_ESTANDAR,DIGNIDAD_CODIGO_ESTANDAR
4,ALCALDE MUNICIPAL,4012800000004.0,JIMENEZ GALAN ROSA ARAMITA,49,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4012800000005.0,LITUMA WAZHIMA LUIS CLEMENTE,43,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4012850000001.0,GUAMAN SANDOVAL JAIME SAMUEL,31,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4012850000002.0,QUEZADA RAMON MANUEL RODRIGO,41,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4012850000003.0,AGUIRRE MAURA LUCIO WASHINGTON,48,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4015550000001.0,MOGROVEJO CABRERA GUSTAVO RODRIGO,59,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4015550000002.0,SUAREZ REDROVAN LUZ MARIA,50,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4015550000003.0,REYES DELGADO SEGUNDO ROGELIO,35,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4015550000004.0,BERREZUETA PESANTEZ LUIS MARCO,51,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4015560000001.0,LOPEZ ERAS FRANCISCO LEONARDO,59,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4015560000002.0,SANCHEZ NAREA PATRICIO ROLANDO,40,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4015560000003.0,PELAY GUERRERO MAURICIO AMADO,40,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4015560000004.0,ERRAEZ CAPELO RUBEN IGNACIO,42,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4017800000001.0,ESPINOZA JOSE ANTONIO,48,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4017800000002.0,ULLAURI MARTINEZ HERNAN PATRICIO,47,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4017800000003.0,ULLAURI VALLEJO ROSA GERMANIA,51,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4017800000004.0,CORONEL LUIS ANTONIO,52,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4017800000005.0,ROMERO PACHECO CESAR OCTAVIO,55,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4017800000006.0,OCHOA AGUIRRE OLGA ALICIA,61,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4017800000007.0,ERRAEZ DONAULA EDDY PATRICIO,32,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4018550000001.0,FERNANDEZ ARIAS LAUTARO EUGENIO,51,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4018550000002.0,PENA CALLE MARCO CECILIO,51,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4018550000003.0,MOSCOSO DURAN JULIO SERAFIN,51,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4018550000004.0,PESANTEZ GAVILANES MILTON SANDRO,38,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4018850000001.0,ORTEGA CORONEL BOLIVAR ARCESIO,56,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4018850000002.0,AGUIRRE AGUIRRE GABRIEL OSWALDO,51,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4018850000003.0,QUEZADA MINGA DALILA MAGALI,36,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4018850000004.0,QUEZADA QUEZADA MILTON EMILIANO,53,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4018850000005.0,ERRAEZ PIEDRA ROSA ELVIRA,58,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4019150000001.0,PELAEZ TORRES JUANA MARIBEL,25,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4019150000002.0,LOPEZ VAZQUEZ CRISTINA ELISABETH,37,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4019150000003.0,LOPEZ CORONEL MAURO PATRICIO,34,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4019550000001.0,CARDENAS CARDENAS JUAN OLMEDO,45,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4019550000002.0,FLORES GARZON KLEBER GUALBERTO,54,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4019550000003.0,TAPIA DIAZ BOLIVAR OCTAVIO,45,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4019600000001.0,VILLAVICENCIO CAJAMARCA ANA CECILIA,43,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4019600000002.0,ZUNIGA ORTEGA VINICIO ANTONIO,39,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4019600000003.0,CORDERO CONTRERAS LINA ELISABETH,37,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4019900000001.0,TRELLES MENDEZ JOSE FELIX,63,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4019900000002.0,DELGADO ORELLANA RAUL REMIGIO,39,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4019900000003.0,JERVES JERVES EDMUNDO TEODORO,50,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4019900000004.0,CASTILLO ORELLANA ANGEL BOLIVAR,59,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4021650000001.0,VASCONEZ DEL SALTO GALO XAVIER,47,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4021650000002.0,PACHALA POMA LUIS ALBERTO,38,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4021650000003.0,GUAMAN AGUAGUINA WASHINGTON ALFONSO,34,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4021650000004.0,JARAMILLO VILLAFUERTE GUILLERMO GUSTAVO,45,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4021650000005.0,RUIZ GUEVARA MIGUEL ESTUARDO,43,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4021650000006.0,GAVILANEZ CAMACHO FAFO HOLGUIN,32,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4021700000001.0,PENAHERRERA ORDONEZ OSCAR RODRIGO,64,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4021700000002.0,GARCIA GONZALEZ JOSE VICENTE,62,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4021700000003.0,GARCIA ARMIJO GENARO RIGOBERTO,44,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4021750000001.0,COLOMA ROMERO ANGEL VINICIO,50,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4021750000002.0,VERDEZOTO DAHIK EDGAR NASHEEB,35,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4021750000003.0,BARRAGAN VINUEZA ULICES EDUARDO,50,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4021750000004.0,FLORES SOLANO ANTONIO GUILLERMO,43,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4021750000005.0,YANEZ OLALLA LEONIDAS SIMON,46,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4021800000001.0,GUAMAN AGUIAR WILLIAN VITERVO,33,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4021800000002.0,AVILES HINOJOSA ALICIA ALEXANDRA,44,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4021800000003.0,PRADO QUISHPE ANGEL ANIBAL,42,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4021800000004.0,TRUJILLO MENA JOSE RAMIRO,46,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4021800000005.0,COLINA COLINA EMILIO ROLANDO,55,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4021800000006.0,PAZMINO NARANJO ANGEL BALDOMERO,33,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4021800000007.0,ANGULO VERDEZOTO WILIAN,47,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4021850000001.0,VISCARRA NARANJO RIQUELME ENRIQUE,53,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4021850000002.0,GUACHILEMA BANCHON IVONNE SANDRA,44,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4021850000003.0,ESCUDERO SANTAMARIA LUIS ENRIQUE,56,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4021850000004.0,GALEAS GALEAS SANDY JADYRA,23,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4021850000005.0,BARRAGAN LUCIO VICTOR HUGO,50,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4021850000006.0,VASCONEZ SOTOMAYOR INES ARACELI,46,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4021850000007.0,BALAREZO CALERO CLAUDITA HERMINIA,31,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4027600000001.0,GAROFALO CHAVEZ LEON ARTURO,44,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4027600000002.0,RECALDE LOPEZ GEMA TRINIDAD,43,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4027600000003.0,PACAJI GUINZO MARIO ANTONIO,47,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4027600000004.0,ARIAS PALACIOS VICTOR HUGO,63,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4029500000001.0,CASTILLO CASTRO OSWALDO LIBORIO,40,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4029500000002.0,ALDAZ NUNEZ FROILAN,53,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4029500000003.0,VERA SUAREZ JANETH DEL ROCIO,43,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4029500000004.0,GIL CONTRERAS PATRICIO LEONARDO,38,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4029500000005.0,BENAVIDES URRUTIA FREDYS NEWTON,50,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4032350000001.0,MOROCHO QUINTEROS MANUEL EUGENIO,47,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4032350000002.0,LUNA VICUNA LUIS EFREN,39,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4032350000003.0,MOLINA ENCALADA VICTOR HUGO,50,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4032350000004.0,LEON PALOMEQUE BLASCO PATRICIO,42,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4032350000005.0,SACOTO GONZALEZ LUIS AURELIO,46,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4032350000006.0,CORONEL PESANTEZ HERNAN BOLIVAR,59,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4032400000001.0,SIGUENCIA DIAS NILON BOLIVAR,50,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4032400000002.0,VASQUEZ ANDRADE HUMBERTO RENE,59,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4032400000003.0,CHIMBORAZO PALLCHISACA BELISARIO,44,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4032400000004.0,CARDENAS ORDONEZ VICTOR RAFAEL,54,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4032410000001.0,LOJA DUTAN JOSE ALFONSO,45,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4032410000002.0,MOROCHO PINGUIL ABELINA,45,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4032450000001.0,MONTERO ZEA JOSE BOLIVAR,67,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4032450000002.0,ESPINOZA SANCHEZ GUILLERMO MANUEL,45,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4032450000003.0,VICUNA NIETO FRANCISCO RAMIRO,51,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4032450000004.0,LEMA GUALLPA FRANKLIN STALIN,34,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4032450000005.0,AREVALO ENCALADA MEDARDO BOLIVAR,42,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4032500000001.0,ALCIVAR CAMPOVERDE ROMULO ULISES,37,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4032500000002.0,SOLIS SOTOMAYOR MARCO ANTONIO,41,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4032500000003.0,FERREIRA JARA INES,43,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4032500000004.0,SERRANO JAIME OSWALDO,56,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4032500000005.0,TENE VELASQUEZ SANDRA JANNET,42,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4032500000006.0,CARVAJAL MAITA JOSE VICENTE,49,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4032500000007.0,ARAUJO CARDENAS JIMMY ANDRES,49,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4032500000008.0,PACHECO RIVERA SEGUNDO AMADEO,59,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4032500000009.0,PESANTEZ MOLINA WILSON GEOVANNY,31,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4037650000001.0,BERMEO ANDRADE CARLOS GERMAN,38,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4037650000002.0,VEGA PAREDES PABLO GERMAN,49,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4037650000003.0,MONTERO VILLAVICENCIO MARIANA DE JESUS,47,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4037650000004.0,ORTIZ GUILLEN ANGEL RAFAEL,37,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4039050000001.0,TITO QUIZHPI RUBEN DARIO,36,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4039050000002.0,ARIAS PAGUAY CARLOS DEMETRIO FREDI,49,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4039050000003.0,FLORES SANCHEZ JORGE LEONARDO,61,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4040050000001.0,CABRERA GUERRERO MAGDALENA GRACIELA,39,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4040050000002.0,VELASCO ERAZO PEDRO RAMIRO,46,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4040050000003.0,ROBLES GUEVARA JULIO CESAR,27,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4040100000001.0,TRUJILLO RUANO LAURO HERNAN,35,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4040100000002.0,LEON CARDOSO FRANCISCO PATRICIO,47,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4040100000003.0,ROMERO PALACIOS JAIME HIPOLITO,42,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4040100000004.0,CAICEDO MENDEZ LUPE MARGARITA,41,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4040100000005.0,ACOSTA PUSDA JUAN JOSE,37,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4040100000006.0,CADENA ANDINO SEGUNDO HOMERO,50,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4040150000001.0,YASELGA CORONEL ROMMEL STALYNN,24,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4040150000002.0,PONCE NEPTALI,57,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4040150000003.0,CADENA BENALCAZAR FRANKLIN HORACIO,46,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4040150000004.0,FLORES JORGE HERNAN,55,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4040150000005.0,ANDRADE LOPEZ KLEBER ESTEBAN,34,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4040150000006.0,CARRERA LOPEZ LENIN,61,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4040200000001.0,GUDINO ANANGONO CARMEN ALVINA,31,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4040200000002.0,RUIZ QUINTEROS FAUSTO ISIDRO,49,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4040200000003.0,GUDINO MINDA MILTON ADALBERTO,58,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4040200000004.0,ESPANA MANOSALVAS EDWIN MIGUEL,38,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4040200000005.0,PADILLA ULLOA JONY LOMBARDO,50,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4040200000006.0,VILLEGAS GUARDADO WALTER,47,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4040250000001.0,ARMAS LANDAZURI OSWALDO GUILLERMO,52,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4040250000002.0,TORRES PABON AGUSTIN LAURO ERNESTO,66,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4040250000003.0,ALDAS CARLOS EMILIO,45,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4040250000004.0,HIDROBO GUERRERO HUGO ERNESTO,40,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4040250000005.0,ANGULO DAVILA JORGE ALEXANDER,58,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4049950000001.0,MONCAYO SOTO JOHN GERLIN,20,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4049950000002.0,PASPUEL MARTINEZ CAMPO ELIAS,42,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4049950000003.0,REASCOS HEREDIA NILO ORLANDO,59,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4049950000004.0,OSEJO CASTILLO REMBERTO ESAUD,56,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4051000000001.0,ECHEVERRIA ITURRALDE FABIAN PATRICIO,44,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4051000000002.0,SANCHEZ YANEZ PATRICIO BOLIVAR,53,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4051000000003.0,AIMACANA CHANCUSIG LUIS ANIBAL,40,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4051000000004.0,POVEDA ZUNIGA JORGE MOISES FERNANDO,58,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4051000000005.0,ESPIN VILLAMARIN RODRIGO CRISTOBAL,46,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4051050000001.0,TIGSELEMA GRANJA MILTON ARMANDO,45,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4051050000002.0,VEGA ILAQUICHE JOSE MANUEL,38,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4051050000003.0,CHUGCHILAN CAIZA MANUEL SERAFIN,45,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4051050000004.0,CANAR VITERI SIXTO GUSTAVO,61,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4051100000001.0,MANJARRES ARIAS FELIX JAVIER,34,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4051100000002.0,GARCIA BAUTISTA PABLO ANIBAL,53,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4051100000003.0,MATA CEPEDA MARIO RODRIGO,58,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4051100000004.0,PACHECO PARRENO REMIGIO GUILLERMO,68,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4051150000001.0,LOPEZ GUANOQUIZA SEGUNDO GALO,43,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4051150000002.0,ARMAS VICTOR HUGO,54,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4051150000003.0,ALOMOTO TOTASIG JOSE JUAN,39,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4051150000004.0,JAMI LLUMITASIG JOSE SEGUNDO,38,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4051150000005.0,CHANGO TOAPANTA MANUEL MESIAS,43,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4051200000001.0,CARRILLO SALAZAR MILTON RUBEN,62,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4051200000002.0,MOYA PAREDES MANUEL MECIAS,57,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4051200000003.0,MONTENEGRO BARRIONUEVO ERNIN MORGAN,41,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4051200000004.0,ARCOS PARRA MANUEL CASIMIRO,47,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4051200000005.0,MEJIA PEREZ SAUL DAVID,42,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4051200000006.0,MUNOZ SOLANO JUAN ESTUARDO,48,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4051200000007.0,ROMERO CABRERA ALEX ESMITH,38,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4058250000001.0,VILLAMAR CEVALLOS JUAN SANTO,31,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4058250000002.0,VASCONEZ AMORES CARLOS ESTUARDO,67,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4058250000003.0,ESPINOZA ESPINOZA JULIO GERMANICO,59,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4058250000004.0,AYALA ASTUDILLO MILTON RENE,57,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4058250000005.0,ORBEA JIMENEZ EDGAR MARCELO,47,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4058250000006.0,VILLARREAL ALVAREZ NELSON EDMUNDO,43,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4058250000007.0,CANARTE VELEZ MIGUEL ANGEL,39,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4058250000008.0,VELE CURILLO SILVIO GERARDO,42,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4058250000009.0,LEMA GUAMANI NARCISA ROCIO,33,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4058250000010.0,ABDELROHMAN ANGUETA MONNER ZHIAD,35,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4059300000001.0,ARGUELLO NAVARRO HUGO ENRIQUE,43,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4059300000002.0,VILLAMARIN NAVARRO JOSE,43,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4059300000003.0,ANDINO ESCUDERO MARIO EDUARDO,47,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4059300000004.0,VITERI VACA MARIO JOHNNY MARCELO,53,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4059300000005.0,ROSAS ROSAS NIMIO ATILANO,63,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4061900000001.0,PAZMINO NUNEZ IVAN RODRIGO,45,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4061900000002.0,NOVILLO LUNA AMADO,63,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4061900000003.0,ROMERO OVIEDO JORGE EUDORO,30,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4061900000004.0,ZABALA BARRAGAN JORGE RODOLFO,38,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4061900000005.0,TENE CHOTO JUAN GREGORIO,41,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4061950000001.0,CHAVEZ CASTRO MARCO ENRIQUE,52,2009,ALCALDIA,4
4,ALCALDE MUNICIPAL,4061950000002.0,SILVA GRANDA MEDARDO ANGEL,54,2009,ALCALDIA,4
