OP_CODIGO,OP_AMBITO,OP_NOMBRE,OP_SIGLAS,ANIO
180900000049.0,CANTONAL,MOVIMIENTO INDEPENDIENTE NUEVOS SENDEROS,MINS,2004
180900000207.0,ALIANZA,ALIANZA,FC-NP /MUPP-NP /MFC,2004
181350000208.0,ALIANZA,ALIANZA,PSP/MPIA,2004
181350800101.0,PARROQUIAL,MOVIMIENTO INDEPENDIENTE UNIDAD Y DESARROLLO CUNCHIMBAMBA,UDC,2004
181350800209.0,ALIANZA,ALIANZA,PSP/UDC,2004
181352830102.0,PARROQUIAL,MOVIMIENTO FUERZA INDEPENDIENTE PICAIHUA,FIP,2004
181400000210.0,ALIANZA,ALIANZA,PRE /DP-UDC/MPS,2004
181450000041.0,CANTONAL,MOVIMIENTO INDEPENDIENTE PILLAREY=O,MIP,2004
181450000042.0,CANTONAL,FRENTE INDEPENDIENTE RUMINAHUI,FIR,2004
181450000211.0,ALIANZA,ALIANZA,PSC/PSP,2004
181450000212.0,ALIANZA,ALIANZA,ID /MUPP-NP,2004
181450000213.0,ALIANZA,ALIANZA,FIR /FC-NP,2004
181500000046.0,CANTONAL,MOVIMIENTO UNION CANTONAL DE BANOS,UC,2004
181550000048.0,CANTONAL,MOVIMIENTO UNIDAD PATATENA,MUP,2004
188450000214.0,ALIANZA,ALIANZA,PSC/ID,2004
188500000215.0,ALIANZA,ALIANZA,PSP/FC-NP,2004
190000000041.0,PROVINCIAL,MOVIMIENTO INDEPENDIENTE SOCIAL IDEALISTA,MISI,2004
190000000042.0,PROVINCIAL,MOVIMIENTO PROGRESISTA ZAMORA CHINCHIPE,MPZCH,2004
190000000045.0,PROVINCIAL,MOVIMIENTO INDEPENDIENTE FUERZA ZAMORA CHINCHIPE,FZCH,2004
190000000047.0,PROVINCIAL,MOVIMIENTO INDEPENDIENTE AMAZONICO,MIA,2004
190000000048.0,PROVINCIAL,MOVIMIENTO INDEPENDIENTE AMAZONAS,MIA,2004
190000000049.0,PROVINCIAL,MOVIMIENTO INDEPENDIENTE DE PARTICIPACION DE TODOS,MIPTDOS,2004
190000000051.0,PROVINCIAL,MOVIMIENTO DE INTEGRACION REGIONAL ECUATORIANO,MIRE,2004
190000000052.0,PROVINCIAL,MOVIMIENTO INDEPENDIENTE POR EL CAMBIO,MIC,2004
190000000053.0,PROVINCIAL,MOVIMIENTO INDEPENDIENTE FUERZA JOVEN POR EL CAMBIO,FJC,2004
190000000201.0,ALIANZA,ALIANZA,PSP/PRE /MPZCH /FUERZA Z CH.,2004
190000000202.0,ALIANZA,ALIANZA,DP-UDC/PSC,2004
190000000203.0,ALIANZA,ALIANZA,DP-UDC/PS-FA,2004
190000000204.0,ALIANZA,ALIANZA,PSC/ID,2004
190000000205.0,ALIANZA,ALIANZA,PSC/MIC /FJC,2004
190000000206.0,ALIANZA,ALIANZA,PSC/FJC,2004
190000000207.0,ALIANZA,ALIANZA,PRE /PSP/MPZCH /FZCH,2004
190000000208.0,ALIANZA,ALIANZA,MPD /MISI /MIA,2004
190000000209.0,ALIANZA,ALIANZA,MUPP-NP /MIA,2004
191300000210.0,ALIANZA,ALIANZA,MPD /PS-FA,2004
191300000211.0,ALIANZA,ALIANZA,PS-FA /MPD,2004
196550000043.0,CANTONAL,MOVIMIENTO INDEPENDIENTE NUEVO ZAMORA,MINZA,2004
196600000044.0,CANTONAL,MOVIMIENTO INDEPENDIENTE FRONTERA SUR,FS,2004
196600000212.0,ALIANZA,ALIANZA,ID /PSC,2004
196700000046.0,CANTONAL,MOVIMIENTO INDEPENDIENTE SOLIDARIDAD,SOLIDARIDAD,2004
196700000050.0,CANTONAL,MOVIMIENTO INDEPENDIENTE DE PARTICIPACION AGROPECUARIA,MIPA,2004
199800000213.0,ALIANZA,ALIANZA,DP-UDC/MPD /PS-FA,2004
200000000042.0,PROVINCIAL,MOVIMIENTO IDENTIDAD PROVINCIAL,MIP,2004
200000000201.0,ALIANZA,ALIANZA,DP-UDC/PS-FA /PSP,2004
208000000202.0,ALIANZA,ALIANZA,DP-UDC/PS-FA,2004
208050000203.0,ALIANZA,ALIANZA,DP-UDC/PSP,2004
208050000204.0,ALIANZA,ALIANZA,ID /MUPP-NP,2004
208100000205.0,ALIANZA,ALIANZA,PSP/DP-UDC,2004
210000000041.0,PROVINCIAL,MOVIMIENTO INDEPENDIENTE AMAZONICO,M.I.A.,2004
210000000042.0,PROVINCIAL,"MOVIMIENTO POLITICO INDEPENDIENTE ""AMAZONIA EN ACCION""",A.E.A.,2004
210000000043.0,PROVINCIAL,"MOV. POLITICO INDEPENDIENTE ""SUCUMBIOS OXIGENO AMAZONICO""",S.O.A.,2004
210000000201.0,ALIANZA,ALIANZA,CFP/ID,2004
210000000202.0,ALIANZA,ALIANZA,DP-UDC/PSC,2004
216260000203.0,ALIANZA,ALIANZA,CFP/ID /PS-FA,2004
216260000204.0,ALIANZA,ALIANZA,PRE /PSP,2004
216400000205.0,ALIANZA,ALIANZA,ID /PRE /PSP,2004
217200000206.0,ALIANZA,ALIANZA,PSC/DP-UDC,2004
217450000207.0,ALIANZA,ALIANZA,PRE /PSC,2004
218650000208.0,ALIANZA,ALIANZA,ID /MPD /PS-FA /CFP,2004
220000000041.0,PROVINCIAL,MOVIMIENTO POLITICO MUSHUK INTI,MPIMI,2004
220000000043.0,PROVINCIAL,ALIANZA AMAZONICA,AA,2004
220000000044.0,PROVINCIAL,MOVIMIENTO POLITICO INDEPENDIENTE ORELLANA EN ACCION,MPIOA,2004
220000000045.0,PROVINCIAL,MOVIMIENTO POLITICO INDEPENDIENTE AMAUTA,MIA,2004
220000000046.0,PROVINCIAL,MOVIMIENTO INDEPENDIENTE ORELLANA PARA TODOS,MIOPT,2004
220000000201.0,ALIANZA,ALIANZA,PSP/MPIOA,2004
220000000202.0,ALIANZA,ALIANZA,PSP/MPIOA /MIA,2004
220000000203.0,ALIANZA,ALIANZA,PSP/MIA,2004
220000000204.0,ALIANZA,ALIANZA,CFP/MFAI,2004
220000000205.0,ALIANZA,ALIANZA,DP-UDC/PSC/MUPP-NP,2004
220000000206.0,ALIANZA,ALIANZA,PRE /ID /AA,2004
220000000207.0,ALIANZA,ALIANZA,PRE /AA,2004
220000000208.0,ALIANZA,ALIANZA,ID /MIOPT,2004
227250000059.0,CANTONAL,MOVIMIENTO LUCHAR POR LA PAZ,MLP,2004
227250000209.0,ALIANZA,ALIANZA,PRE /ID,2004
1.0,NACIONAL,PARTIDO CONCENTRACION DE FUERZAS POPULARES,CFP,2009
3.0,NACIONAL,PARTIDO UNION DEMOCRATA CRISTIANA,UDC,2009
4.0,NACIONAL,PARTIDO SOCIAL CRISTIANO,PSC,2009
5.0,NACIONAL,PARTIDO RENOVADOR INSTITUCIONAL ACCION NACIONAL,PRIAN,2009
6.0,NACIONAL,PARTIDO ROLDOSISTA ECUATORIANO,PRE,2009
7.0,NACIONAL,PARTIDO IZQUIERDA DEMOCRATICA,ID,2009
8.0,NACIONAL,PARTIDO MOVIMIENTO POPULAR DEMOCRATICO,MPD,2009
9.0,NACIONAL,PARTIDO SOCIALISTA - FRENTE AMPLIO,PS-FA,2009
24.0,NACIONAL,"PARTIDO MOVIMIENTO DE ACUERDO NACIONAL, MANA",MANA,2009
48.0,NACIONAL,PARTIDO SOCIEDAD PATRIOTICA 21 DE ENERO,PSP,2009
73.0,NACIONAL,PARTIDO LIBERTAD,PL,2009
99.0,NACIONAL,PARTIDO LIBERAL RADICAL ECUATORIANO,PLRE,2009
107.0,NACIONAL,"PARTIDO UNA NUEVA OPCION, UNO",UNO,2009
10.0,NACIONAL,MOVIMIENTO UNIDAD PLURINACIONAL PACHAKUTIK - NUEVO PAIS,MUPP-NP,2009
11.0,NACIONAL,MOVIMIENTO COMPROMISO CIVICO CRISTIANO CON LA COMUNIDAD. C4,C4,2009
12.0,NACIONAL,MOVIMIENTO MUNICIPALISTA POR LA INTEGRIDAD NACIONAL,MMIN,2009
13.0,NACIONAL,MOVIMIENTO CONCILIACION NACIONAL,MCN,2009
15.0,NACIONAL,MOVIMIENTO HONRADEZ NACIONAL,MHN,2009
16.0,NACIONAL,MOVIMIENTO YO SOY ECUATORIANO,YSE,2009
17.0,NACIONAL,"MOVIMIENTO RED, ETICA Y DEMOCRACIA",RED,2009
18.0,NACIONAL,"MOVIMIENTO ALIANZA POLITICA INDEPENDIENTE ECUATORIANA, APIE",MAPIE,2009
47.0,NACIONAL,"MOVIMIENTO INDEPENDIENTE NACIONAL, COPIG",MCOPIG,2009
54.0,NACIONAL,MOVIMIENTO PODER CIUDADANO,MPC,2009
55.0,NACIONAL,"MOVIMIENTO FUERZA PLURALISTA, MFP",MFP,2009
56.0,NACIONAL,MOVIMIENTO PATRIA ALTIVA I SOBERANA,MPAIS,2009
57.0,NACIONAL,MOVIMIENTO NACIONAL DESPERTAR CIVICO,MNDC,2009
59.0,NACIONAL,MOVIMIENTO BLANCO ECUATORIANO POR LA REIVINDICACION DE LOS POBRES,MBERP,2009
74.0,NACIONAL,MOVIMIENTO BOLIVARIANO ALFARISTA,MBA,2009
75.0,NACIONAL,MOVIMIENTO TIERRA FERTIL,MTF,2009
76.0,NACIONAL,MOVIMIENTO INDEPENDIENTE JUSTO Y SOLIDARIO,MIJS,2009
78.0,NACIONAL,MOVIMIENTO INDEPENDIENTE LAICOS COMPROMETIDOS,MILC,2009
80.0,NACIONAL,MOVIMIENTO CAMBIO SIGLO XXI,MCSXXI,2009
83.0,NACIONAL,MOVIMIENTO MANDATO CIUDADANO,MMC,2009
85.0,NACIONAL,MOVIMIENTO POLO DEMOCRATICO,PD,2009
86.0,NACIONAL,MOVIMIENTO CONCERTACION NACIONAL DEMOCRATICA,MCND,2009
88.0,NACIONAL,"MOVIMIENTO AGROECOLOGICO ECUATORIANO, MAE",MAE,2009
89.0,NACIONAL,MOVIMIENTO NACIONAL POR LA CONCERTACION SOCIAL,MNCS,2009
113.0,NACIONAL,MOVIMIENTO FUERZA PAIS,M.F.P.,2009
114.0,NACIONAL,MOVIMIENTO VERDE ECOLOGICO,MVE,2009
115.0,NACIONAL,MOVIMIENTO DEMOCRATAS ECUATORIANO,MDE,2009
116.0,NACIONAL,"MOVIMIENTO ALIANZA TERCERA REPUBLICA, ALBA",ALBA,2009
117.0,NACIONAL,MOVIMIENTO CAMBIO,MC,2009
1002.0,PROVINCIAL,MOVIMIENTO ACUERDO PROGRESISTA,ACP,2009
1003.0,PROVINCIAL,MOVIMIENTO ACCION SOLIDARIA,MAS,2009
1004.0,PROVINCIAL,MOVIMIENTO CIUDADANO INDEPENDIENTE LUCILA MIELES,MCILM,2009
1007.0,PROVINCIAL,MOVIMIENTO ACCION SOLIDARIA,MAS,2009
1008.0,PROVINCIAL,MOVIMIENTO INICIATIVA CIUDADANA,MIC,2009
1009.0,PROVINCIAL,MOVIMIENTO DE PROFESIONALES DEL AZUAY,MOPA,2009
1010.0,PROVINCIAL,COORDINADORA DE TRABAJADORES DE LA CIUDAD Y EL CAMPO,CTC,2009
1012.0,PROVINCIAL,MOVIMIENTO PARROQUIAS HACIA EL CAMBIO,PHC,2009
1021.0,PROVINCIAL,MOVIMIENTO ENCUENTRO DEMOCRATICO,MED,2009
1023.0,PROVINCIAL,MOVIMIENTO IGUALDAD,MI,2009
2005.0,PROVINCIAL,MOVIMIENTO ACCION BOLIVARENSE,MIAB,2009
2009.0,PROVINCIAL,SIGLO 21 HUMANISMO SOCIAL,SIGLO 21,2009
2010.0,PROVINCIAL,MOVIMIENTO INDEPENDIENTE OBRAS SON AMORES,MIOSA,2009
3001.0,PROVINCIAL,"MOVIMIENTO PROYECTO PAZ, POR AGUA ZONAL",PAZ,2009
3002.0,PROVINCIAL,MOVIMIENTO INDEPENDIENTE INICIATIVA CIUDADANA,MIC,2009
3003.0,PROVINCIAL,MOVIMIENTO INDEPENDIENTE CONCIENCIA CANARI,MCC,2009
3004.0,PROVINCIAL,MOVIMIENTO FRENTE CIUDADNO,MFC,2009
3005.0,PROVINCIAL,MOVIMIENTO LIBERACION DEMOCRATICA,MLD,2009
3007.0,PROVINCIAL,MOVIMIENTO INDEPENDIENTE NUEVA GENERACION ALTERNATIVA,MINGA,2009
3011.0,PROVINCIAL,MOVIENTO UNIDAD POR EL CAMBIO,MUC,2009
4002.0,PROVINCIAL,MOVIMIENTO TRABAJO Y DEMOCRACIA,TD,2009
4004.0,PROVINCIAL,MOVIMIENTO INDEPENDIENTE DE INTEGRACION COMUNITARIA,MIDIC,2009
4005.0,PROVINCIAL,MOVIMIENTO SOCIAL CONSERVADOR DEL CARCHI,MSC,2009
4008.0,PROVINCIAL,MOVIMIENTO ALTERNATIVO SUMA,MAS,2009
4009.0,PROVINCIAL,MOVIMIENTO INDEPENDIENTE OXIGENO,OXIGENO,2009
4010.0,PROVINCIAL,UNIDAD POPULAR,UP,2009
4015.0,PROVINCIAL,MOVIMIENTO INDEPENDIENTE TRABAJO Y DEMOCRACIA,TD,2009
5002.0,PROVINCIAL,MOVIMIENTO INDEPENDIENTE TIERRA NUESTRA,MITN,2009
5003.0,PROVINCIAL,CONSTRUYE NUEVO FUTURO,CNF,2009
5004.0,PROVINCIAL,FRENTE DEMOCRATICO REIVINDICATORIO,FDR,2009
5006.0,PROVINCIAL,NUEVA FUERZA INDEPENDIENTE,NFI,2009
5011.0,PROVINCIAL,MOVIMIENTO ALIANZA PROGRESISTA,MAP,2009
5018.0,PROVINCIAL,MOVIMIENTO SOMOS COTOPAXI,MSC,2009
6005.0,PROVINCIAL,MOVIMIENTO ESPERANZA SOCIAL ALERTA,MESA,2009
6006.0,PROVINCIAL,MOVIMIENTO INDEPENDIENTE AMAUTA YUYAI,MIAY,2009
6008.0,PROVINCIAL,MOVIMIENTO DE DEFENSA SOCIAL PURUHA,MP,2009
6009.0,PROVINCIAL,MOVIMIENTO ESPERANZA PROVINCIAL,MEP,2009
6011.0,PROVINCIAL,MOVIMIENTO JUSTICIA Y EQUIDAD,MJE,2009
6012.0,PROVINCIAL,UNIDAD DE IZQUIERDA REVOLUCIONARIA,UNIR,2009
6013.0,PROVINCIAL,MOVIMIENTO REINVIDICATIVO DE LA EDUCACION DE CHIMBORAZO,MORECH,2009
6036.0,PROVINCIAL,MOVIMIENTO RENOVACION,MR,2009
7001.0,PROVINCIAL,MOVIMIENTO INDEPENDIENTE GESTION POSITIVA,GP,2009
7002.0,PROVINCIAL,MOVIMIENTO TRANSFORMADOR ORENSE,M.T.O,2009
7003.0,PROVINCIAL,MOVIMIENTO ORENSE DE CAPACIDADES ESPECIALES,MOCE,2009
7004.0,PROVINCIAL,UNIDAD DE PROFESIONALES Y SECTORES SOCIALES,UPSS,2009
7005.0,PROVINCIAL,MOVIMIENTO ACCION CIVICA POPULAR,A.C.P.,2009
7006.0,PROVINCIAL,MOVIMIENTO ALIANZA ORENSE,MAO,2009
7008.0,PROVINCIAL,MOVIMIENTO AUTONOMICO REGIONAL,MAR,2009
7009.0,PROVINCIAL,MOVIMIENTO AGROPECUARIO NACIONAL,MAN,2009
7013.0,PROVINCIAL,MOVIMIENTO REVOLUCIONARIO BALSENSE,MRB,2009
7016.0,PROVINCIAL,MOVIMIENTO DE LOS TRABAJADORES,MT,2009
8001.0,PROVINCIAL,MOVIMIENTO POLITICO INDEPENDIENTE PUEBLO,PUEBLO,2009
8002.0,PROVINCIAL,MOVIMIENTO INTEGRACION CIUDADANA,MIC,2009
8003.0,PROVINCIAL,MOVIMIENTO VERDE,MV,2009
8013.0,PROVINCIAL,MOVIMIENTO REVOLUCIONARIO SOCIAL EL HOMBRE,MRSH,2009
8025.0,PROVINCIAL,MOVIMIENTO FUERZA ESMERALDAS,MFE,2009
9001.0,PROVINCIAL,MOVIMIENTO AGRUPACIONES SOCIALES AUTOCTONAS,MASA,2009
9002.0,PROVINCIAL,MOVIMIENTO VOZ CIUDADANA,VOZ,2009
9003.0,PROVINCIAL,MOVIMIENTO INDEPENDIENTE FUERZA GUAYAS,MIFG,2009
9004.0,PROVINCIAL,FRENTE SOCIAL CONSTITUYENTE,FSC,2009
9005.0,PROVINCIAL,MOVIMIENTO POPULAR ELOY ALFARO,MPEA,2009
9006.0,PROVINCIAL,MOVIMIENTO CIUDADANO DE AVANCE,MCVA,2009
9007.0,PROVINCIAL,MOVIMIENTO POLITICO INDEPENDIENTE MAROTIA NACIONAL,MPIMN,2009
9008.0,PROVINCIAL,PUEBLO AL PODER EN ACCION,PPA,2009
9009.0,PROVINCIAL,MOVIMIENTOINDEPENDIENTE SOLIDARIDAD NACIONALISTA,MISN,2009
9010.0,PROVINCIAL,MOVIMIENTO POPULAR PODER AGRARIO,MPPA,2009
9011.0,PROVINCIAL,MOVIMIENTO ALIANZA POPULAR,MAP,2009
9012.0,PROVINCIAL,MOVIMIENTO ALTIVO INDEPENDIENTE,MAI,2009
9013.0,PROVINCIAL,MOVIMIENTO CIUDADANO HONESTIDAD Y PATRIOTISMO,MCHP,2009
9014.0,PROVINCIAL,MOVIMIENTO NUEVA GENERACION,MNG,2009
9015.0,PROVINCIAL,MOVIMIENTO CIVICO MADERA DE GUERRERO,MCMG,2009
9016.0,PROVINCIAL,ALIANZA CIVICA INDEPENDIENTE,ACI,2009
9018.0,PROVINCIAL,MOVIMIENTO INDEPENDIENTE DESPERTAR,MID,2009
9019.0,PROVINCIAL,MOVIMIENTO DE ACCION POSITIVA,MAP,2009
9021.0,PROVINCIAL,FRENTE DE EDUCADORES LAICOS ASOCIADOS,FELA,2009
9022.0,PROVINCIAL,MOVIMIENTO DE ACCION RENOVADOR DE CIUDADANOS ALTIVOS,MARCA,2009
9023.0,PROVINCIAL,MOVIMIENTO JUSTICIA HISTORICA,MJH,2009
9024.0,PROVINCIAL,MOVIMIENTO ASAMBLEISTA ECUATORIANO,MAC,2009
9025.0,PROVINCIAL,MOVIMIENTO GREMIAL DEL SECTOR SALUD,MGSS,2009
9026.0,PROVINCIAL,MOVIMIENTO NACIONALISTA IDEALES DE MONTALVO SIGLO XXI,MNIM,2009
9027.0,PROVINCIAL,MOVIMIENTO SOBERANO DEMOCRATICO,MSD,2009
9032.0,PROVINCIAL,PUEBLO ORGANIZADO REVOLUCIONARIO,POR,2009
9033.0,PROVINCIAL,MOVIMIENTO LEALTAD IGUALDAD Y DESARROLLO,MLID,2009
9034.0,PROVINCIAL,MOVIMIENTO UNION DEL CAMBIO NACIONALISTA,UCN,2009
10001.0,PROVINCIAL,MOVIMIENTO CIUDADANO FUERZA JUVENTUD,MCFJ,2009
10004.0,PROVINCIAL,MINGA INTERCULTURAL,MI,2009
11001.0,PROVINCIAL,ACCION REGIONAL POR LA EQUIDAD,ARE,2009
11006.0,PROVINCIAL,MOVIMIENTO NUEVA GENERACION,MNG,2009
11007.0,PROVINCIAL,MOVIMIENTO INICIATIVA CIUDADANA,MIC,2009
11008.0,PROVINCIAL,MOVIMIENTO ACCION ECOLOGICA LOJANA,MAEL,2009
11009.0,PROVINCIAL,MOVIMIENTO SOCIALISTA REVOLUCIONARIO,MSR,2009
11010.0,PROVINCIAL,CONCIENCIA CIUDADANA,CC,2009
11011.0,PROVINCIAL,MOVIMIENTO METAMORFOSIS CIUDADANA,MMC,2009
11012.0,PROVINCIAL,MOVIMIENTO POLITICO FRANCISCO CUMBICUS,FRANCUM,2009
11013.0,PROVINCIAL,MOVIMIENTO ACCION COMUNITARIA,MAC,2009
11018.0,PROVINCIAL,ALIANZA POPULAR LATINOAMERICANA,APLA,2009
11026.0,PROVINCIAL,FRENTE DE ACCION REVOLUCIONARIA,FAR,2009
12006.0,PROVINCIAL,MOVIMIENTO DE LA REIVINDICACION FLUMINENSE,MOREFLU,2009
12008.0,PROVINCIAL,CONVERGENCIA DEMOCRATICA POR MI PAIS,CDP,2009
13001.0,PROVINCIAL,CAMINEMOS POR EL CAMBIO,CPC,2009
13006.0,PROVINCIAL,MOVIMIENTO INDEPENDIENTE FUERZA REVOLUCIONARIA ALFARISTA,MIFRA,2009
13007.0,PROVINCIAL,UNIDAD POPULAR,UP,2009
13008.0,PROVINCIAL,DECISION CIVICA,DC,2009
13009.0,PROVINCIAL,JUSTICIA LIBERTARIA ALFARISTA,JLA,2009
13010.0,PROVINCIAL,MOVIMIENTO DE LA REVOLUCION CIUDADANA,MRC,2009
13011.0,PROVINCIAL,MOVIMIENTO ACCION SOCIAL,MAS,2009
13013.0,PROVINCIAL,MOVIMIENTO ARTESANAL POLITICO ECUATORIANO,MAPE,2009
13036.0,PROVINCIAL,MANABI PRIIMERO,MP,2009
13042.0,PROVINCIAL,MOVIMIENTO CAMBIOS PROFUNDOS,MCP,2009
14003.0,PROVINCIAL,MOVIMIENTO INDEPENDIENTE FUERZA AMAZONICA,MIFA,2009
14004.0,PROVINCIAL,MOVIMIENTO DE UNIDAD PROVINCIAL INDEPENDIENTE,UPI,2009
14010.0,PROVINCIAL,MOVIMIENTO INDEPENDIENTE NUEVA GENERACION AMAZONICA,MINGA,2009
14013.0,PROVINCIAL,MOVIMIENTO VICTORIOSO REVOLUCIONARIO,MVR,2009
15001.0,PROVINCIAL,MOVIMIENTO AMAZONICO,M.A.,2009
15004.0,PROVINCIAL,FUERZA NAPO,FN,2009
15006.0,PROVINCIAL,MOVIMIENTO INDEPENDIENTE DE NAPO,MIN,2009
15008.0,PROVINCIAL,MOVIMIENTO POLITICO INDEPENDIENTE DE NAPO,MOPIN,2009
15011.0,PROVINCIAL,MOVIMIENTO DE NACIONALIDADES Y PUEBLOS DE NAPO SHAYARI,MNPNS,2009
16008.0,PROVINCIAL,MOVIMIENTO DE UNIDAD DE LAS NACIONALIDADES Y DEL PUEBLO DE PASTAZA,MUNAPP,2009
16009.0,PROVINCIAL,MOVIMIENTO AMAZONIA POSIBLE,MAP,2009
16012.0,PROVINCIAL,MOVIMIENTO INDEPENDIENTE UNIDOS POR PASTAZA,MIUP,2009
16013.0,PROVINCIAL,MOVIMIENTO DE LA UNIDAD DE LAS NACIONALIDADES Y PUEBLOS DE PASTAZA,MUNAP,2009
16015.0,PROVINCIAL,MOVIMIENTO PASTAZA LIBRE,MIPL,2009
16016.0,PROVINCIAL,MOVIMIENTO INDEPENDIENTE TRIUNFADORES,MIT,2009
16025.0,PROVINCIAL,FRENTE DE INDEPENDIENTES DE PASTAZA,FIP,2009
17007.0,PROVINCIAL,MOVIMIENTO DE AVANZADA SOCIAL,MAS,2009
17016.0,PROVINCIAL,MOVIMIENTO VANGUARDIA DEL PUEBLO,MVP,2009
17017.0,PROVINCIAL,MOVIMIENTO MICROEMPRESARIAL ECUATORIANO,MME,2009
17018.0,PROVINCIAL,MOVIMIENTO ACCION SOCIAL,M.A.S.,2009
17019.0,PROVINCIAL,MOVIMIENTO PROYECTO ALTERNATIVO,MPA,2009
17020.0,PROVINCIAL,UNIDAD POPULAR,UP,2009
17021.0,PROVINCIAL,MOVIMIENTO DE INTEGRACION Y DESARROLLO SOCIAL,MIDS,2009
17022.0,PROVINCIAL,MOVIMIENTO INTEGRACION CIUDADANA,MIC,2009
17023.0,PROVINCIAL,MOVIMIENTO SEGUNDA INDEPENDENCIA,MSI,2009
17024.0,PROVINCIAL,MOVIMIENTO IDENTIDAD CIUDADANA,MIC,2009
17025.0,PROVINCIAL,ACCION REGIONAL POR LA EQUIDAD,ARE,2009
17026.0,PROVINCIAL,MOVIMIENTO ACCION Y CAMBIO,MAC,2009
17027.0,PROVINCIAL,YO CIUDADANO,YC,2009
17028.0,PROVINCIAL,MOVIMIENTO INDEPEDIENTE FENIX,MIF,2009
17029.0,PROVINCIAL,MOVIMIENTO INDEPENDIENTE CERO CORRUPCION,MICC,2009
17030.0,PROVINCIAL,MOVIMIENTO CIUDADANO INDEPENDIENTE FUTURO YA,MCIFY,2009
17031.0,PROVINCIAL,ALTERNATIVA POPULAR,AP,2009
17032.0,PROVINCIAL,MOVIMIENTO VIVE,MV,2009
17034.0,PROVINCIAL,GRUPO POR LA SOLIDARIDAD,GS,2009
17035.0,PROVINCIAL,UNION PARA EL CAMBIO,U C,2009
17036.0,PROVINCIAL,MOVIMIENTO REFLEXION Y ESPERANZA CIUDADANA,MREC,2009
17038.0,PROVINCIAL,MOVIMIENTO DE JUBILADOS ECUATORIANOS EN ACCION,MJEA,2009
17039.0,PROVINCIAL,CUIDADANOS ALIADOS POR PICHINCHA,CAP,2009
17040.0,PROVINCIAL,MOVIMIENTO DEMOCRACIA SI,MCD SI,2009
18001.0,PROVINCIAL,NUEVO MOVIMIENTO CONSERVADOR,NMC,2009
18015.0,PROVINCIAL,MOVIMIENTO RENOVACION CIUDADANA,MRC,2009
18016.0,PROVINCIAL,MOVIMIENTO NUEVA FUERZA DEMOCRATICA,MNFD,2009
18021.0,PROVINCIAL,MOVIMIENTO INDEPENDIENTE ACTITUD POSITIVA,MIAP,2009
19001.0,PROVINCIAL,MOVIMIENTO ACCION Y SERVICIO,MAS,2009
19002.0,PROVINCIAL,MOVIMIENTO PROGRESISTA ZAMORA CHINCHIPE,MPZCH,2009
19018.0,PROVINCIAL,MOVIMIENTO BOLIVARIANO ZAMORANO CHINCHIPENSE,MBZCH,2009
19019.0,PROVINCIAL,MOVIMIENTO INDEPENDIENTE ZAMORA CON EL CAMBIO,ZCEC,2009
19020.0,PROVINCIAL,MOVIMIENTO POPULAR AMAZONAS,MPA,2009
19021.0,PROVINCIAL,MOVIMIENTO POLITICO GENTE POSITIVA,MGP,2009
19022.0,PROVINCIAL,MOVIMIENTO ACUERDO CIUDADANO,MAC,2009
19023.0,PROVINCIAL,MOVIMIENTO EL MAGISTERIO POR LA REIVINDICACION SOCIAL,MRS,2009
20001.0,PROVINCIAL,MOVIMIENTO DE IDENTIDAD PROVINCIAL,MIP,2009
20006.0,PROVINCIAL,GALAPAGOS AUTONOMO,MGA,2009
21001.0,PROVINCIAL,MOVIMIENTO POLITICO INDEPENDIENTE MUSHUK INTI,MUSHUK INTI,2009
21004.0,PROVINCIAL,MOVIMIENTO POLITICO INDEPENDIENTE NUESTRA GENTE,NG,2009
21006.0,PROVINCIAL,ALIANZA AMAZONICA FUERZA AGROPECUARIA,AAFA,2009
21012.0,PROVINCIAL,MOVIMIENTO DE INTEGRACION CIUDADANA,M.I.C.,2009
21016.0,PROVINCIAL,MOVIMIENTO POR TI SUCUMBIOS,MPTS,2009
22001.0,PROVINCIAL,MOVIMIENTO POLITICO INDEPENDIENTE ORELLANA PROGRESISTA,MPIOP,2009
22003.0,PROVINCIAL,MOVIMIENTO ORELLANA EN ACCION,MOA,2009
22005.0,PROVINCIAL,MOVIMIENTO POLITICO ALIANZA AMAZONICA,AA,2009
22011.0,PROVINCIAL,MOVIMIENTO ALIANZA INDIGENA CAMPESINA TRABAJADORA,ALICAM,2009
22012.0,PROVINCIAL,PODER SOCIAL INDEPENDIENTE,PSI,2009
22013.0,PROVINCIAL,MOVIMIENTO INDEPENDIENTE DE LAS SOCIEDADES AMAZONICAS,MISA,2009
22016.0,PROVINCIAL,ORGANIZACION PARA LA LIBERACION DEL PUEBLO,OLP,2009
22017.0,PROVINCIAL,MOVIMIENTO ALIANZA CAMPESINA CIUDADANA,MACC,2009
23001.0,PROVINCIAL,MOV. ALIANZA TSACHILA,A-TSA,2009
23002.0,PROVINCIAL,CAMBIO 23,C23,2009
23004.0,PROVINCIAL,MOVIMIENTO AGRICOLA GANADERO,MOVAG,2009
23006.0,PROVINCIAL,VAMOS VECINO,VV,2009
24003.0,PROVINCIAL,MOVIMIENTO ACCION TAMAYENSE INDEPENDIENTE,ATI,2009
24004.0,PROVINCIAL,MOVIMIENTO DE TRANSFORMACION POPULAR,MTP,2009
24007.0,PROVINCIAL,MOVIMIENTO INDEPENDIENTE PROGRESISTA,MIP,2009
